,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
31,Brunei Darussalam,4.08406868444564,3.5572814399252004,4.13891868937464,3.80264058156938,3.4863472331551097,3.25907803496435,4.58058802692171,3.91334507230137,3.63910023155805,3.9460095795980497,63.3861885277542,55.4082640485878,66.6187374573109,67.2087451857039,52.7813038066925,43.808438766356296,35.825495174611895,36.603467321439794,52.657181803632405,39.661522633744895,35.501129564679204,7.3513425687532195,10.1611974920413,12.7609172313307,8.79033899237313,11.5676171805382,9.956863288540902,13.9693768021384,23.390900349829195,25.2432910727921,15.1518665398857,12.6968385623272,13.1075476107022,13.7387995058292,14.3028895982754,15.145803602681802,15.461886941106998,16.316089780165502,13.505256396196,12.844329182683802,13.296674930815302,12.6750912400709,12.572921502867802,14.8601027469961,13.6881875392979,13.2014286027301,19.4997056138626,18.241605261263,19.0291446373129,19.3538976092857,17.6515693428779,17.8060235669453,17.869808544926396,17.3584495096609,17.0092098648537,14.4126252669228,15.269503157523598,15.807539088910902,16.644908616187998
35,Canada,10.7708472869716,10.6278976520169,11.1306274846889,11.132102404556,12.3053704010349,12.814001473727,12.9349181464485,13.8103545953361,14.6326451986116,14.6186486113753,16.0141487525793,16.055332175092,17.154065922561802,16.9671352779285,17.0980056137397,17.160208915981,17.0286240723165,17.2028352375087,17.3556294623886,18.2661011628018,18.0796205544805,17.324935278787198,16.5151888315066,16.1113255456981,16.620252514024198,16.332990456354302,15.5191125933601,16.3101946446729,17.0221743658598,16.984192966171502,15.1355281967827,14.727817324133198,15.0151928373723,14.7353487028863,15.131378203319,15.3400869985988,15.6418976719455,16.0011647181357,16.1418407382375,16.2868110250336,16.783045409055,16.3418845783401,16.7560164628412,17.2342155682583,16.8202561907387,17.0566372965331,16.611928080946697,17.3708402727049,16.5488028165328,15.4866819144667,15.7339140263037,15.950224768522,15.7612634959816,15.858128708318,15.8541384273439,15.651386155996,15.2447471768292,15.3852910477258,15.4970252672198
36,Central Europe and the Baltics,5.22890327982306,5.460761919163259,5.796790472031491,6.21290852362992,6.612333621603709,6.7659294278379,6.93016805905018,7.143074035565901,7.561579657230481,8.06736536668636,8.350394197602,8.56047788628628,8.874687267786161,9.1767096811172,9.39740014064015,9.93713735269266,10.4330831410866,10.7715829969317,11.2496603984884,11.301807284602098,11.5408256763739,10.7772837141885,10.991030775016698,11.0354644357117,10.9667375108972,11.114126922957098,11.264229262211302,11.526676877145,11.092020834185,10.7639618703436,8.92804833903554,8.25775686959728,7.70355825107895,7.50513958661791,7.306747437234911,7.3658176291493405,7.5965421183918895,7.3799592774810305,6.949300035134179,6.58090722132067,6.53438652674119,6.6865105503721605,6.6003332412395,6.91428613927647,6.92427459743055,6.927355354808719,7.099956367668071,7.192342046045179,7.0526354274999,6.521535327010679,6.786153806123751,6.803902523198731,6.56254306163762,6.326934970979639,6.142062500684201,6.24998268897351,6.37248993580012,6.6259439670661,6.59723248598714
37,Switzerland,3.66436597885029,3.75182498407337,4.33357206868186,5.11129548823576,4.865282037605009,5.18573195603087,5.32762003122,5.43460087436382,5.93770157921089,6.20828885140393,6.51957044283522,6.75043498735555,6.863739818647501,7.334759289444519,6.5413112709249805,6.16813754134962,6.42342789469074,6.54098549092893,6.720778708058179,6.34085058619892,6.41494978643569,6.11563526014963,5.73116759023856,6.24251846887248,6.081245260495209,6.1553385319066205,6.5028246693943705,6.15003928125839,6.17452610843655,5.93778298855168,6.452219106222469,6.71619819946476,6.64692080302948,6.262372509553901,6.0896837839828,6.16985245900009,6.223265482158131,6.03054970682359,6.2236278166486905,6.2332105401588604,6.08414239482201,6.24632253984659,5.980985216657309,6.10982339421946,6.12750985334168,6.1650250130595,6.077017782358849,5.76603434962006,5.8789109108323805,5.63932761445853,5.77770297392596,5.20575431114562,5.3108338384273495,5.37497098034872,4.85183819699684,4.7124044781244505,4.730490994153111,4.5694192033924,4.401991043569019
49,Caribbean small states,1.4013363495125202,2.0599812543226,2.70374122885698,1.35023013194231,2.36295217436536,2.6019118056092303,2.52915430476128,2.9763625090078505,2.9381227887529904,3.0761647212495102,4.283398767820779,5.05952609765867,5.103337988269559,6.04718457260299,5.74621837503998,6.08649295629709,6.6266111787429,7.279666637062401,6.9193687154443895,6.92343675016066,7.08424733833608,5.86942484312486,5.62853196798378,5.03581870098238,5.02470430363654,5.50472435034157,4.76391956546428,4.96039879080277,4.5777572686573205,5.0116046045032805,4.71438922117225,4.56231036453256,4.657452316325919,4.614020268627709,4.72594041878609,4.806403358337031,4.82840981369161,4.92745139138967,5.146445644520711,5.16196974829098,5.03110008987507,5.21718157240242,5.26422089076613,5.20073655299872,5.26505584229321,5.78110379928862,6.319862842771539,6.28823685565328,5.807552958850111,7.02915018036384,5.6903630804424905,5.85842352016065,6.06138584743462,5.811900779342201,5.60539757547387,5.46232676843348,5.03206254724437,4.87631094431737,5.0170344081319405
53,Cyprus,1.54889664236481,1.50140353433888,1.56786441311693,1.7068563360199898,1.7301115742756998,1.98191651232762,2.12384314033688,2.30698747338496,2.71427664391515,2.7587758879827597,2.77885427089818,3.03585027220307,3.83048461629103,3.937764621598,2.9972116788775702,3.04758885299491,3.7477324021632703,4.01125734574867,4.17216410472735,4.41651299245599,4.68133578831878,4.42166228942061,4.484907100601981,4.464374218385309,4.561971578653179,4.408566791815759,4.97797946191048,5.69781471528262,5.60648547949967,5.78093131818018,5.94821918665929,6.474095318603379,6.7823284745381605,6.94961832061069,7.08394655861159,6.780524929535151,7.05268677598331,7.01309485070524,7.20802016044723,7.35382252990932,7.4950598332640705,7.21669023632838,7.277618100081071,7.820347396538921,7.6305658099187506,7.65819723896203,7.59439430401298,7.7464868178109,7.766501967513831,7.44930511097006,7.02847430876932,6.71208361744857,6.18477136609441,5.577576394437809,5.85786476923918,5.83985867197479,6.11012409106563,6.18809258403726,6.07940050216016
58,Denmark,6.50268309283578,6.881260154906441,7.9451073610820995,8.68983130048716,9.14639293937068,9.31657600359066,10.4490116586529,10.1493005475918,10.9613147942098,12.142974860278098,12.5996564651087,11.4972271507917,11.948834601197698,11.801611792919,10.9167686263068,11.0237664584528,11.8549028939028,12.154585147174402,11.9739262277225,12.3121966244144,11.7840138262008,10.111942388001198,10.491964531704,9.81084223305764,9.9501332161102,11.7474430895414,11.503296531182102,11.3793050315349,10.7432506302739,9.5050900188092,10.1304450412658,12.1704255361254,11.024158008419398,11.4269128563466,12.1374981272257,11.449594745109902,13.9272219999187,12.056784959520302,11.2627325530865,10.7031475634461,9.87149637726758,10.0489234216052,10.0410514941505,11.0081041462375,9.971277761238133,9.27587983390141,10.7057362589181,9.77764464230849,9.12330865198018,8.67086298533703,8.68470675054793,7.73529181563401,6.83349870125968,7.120299943080339,6.33652138088678,5.91186777544685,6.17666519436942,5.78145977956558,5.761494163596059
63,East Asia & Pacific,1.18297260772581,1.02215367652796,0.9251174706969528,0.945461548211632,0.974570119696027,1.03663605528715,1.09112058976805,1.07488749961739,1.1643434228715202,1.3204210965719,1.59326071029024,1.69555853220444,1.74384262092523,1.81834900892854,1.79868847277519,1.8643331148282,1.92499024891655,2.03378420965803,2.11736254733577,2.16644701498978,2.1313795373311,2.07926197534491,2.12140593888127,2.15403993846694,2.26991737024446,2.34242073057565,2.38997590643193,2.4669160064076903,2.62793286960327,2.67162594561585,2.49446718050827,2.56959645975494,2.63188647331359,2.75899409428544,2.85563649710278,3.0561863244251697,3.05959686780842,3.0904880116357005,3.0554687005930696,3.04205884254961,3.16843592989046,3.25985221796207,3.40922573364815,3.7175930823515,4.08430407646288,4.41376194758394,4.69011227424929,4.97609168786038,5.03238006920182,5.22176728290531,5.6293350174691605,6.03584204348505,6.15012838697755,6.298870519032951,6.24267957785307,6.19247158019,6.165075415101549,6.23725325340775,6.36117965117565
64,Europe & Central Asia (excluding high income),8.84880679453387,9.007024967962579,9.37788979267614,9.91346171292484,10.4220376727274,10.9108011355567,11.404401194384802,11.8271711749452,12.0717333773926,12.4948061412902,12.976494893183698,13.6234319421215,14.1956445557471,14.685539346205198,15.0777911846555,15.6987733143977,16.1688889945592,16.5604396438419,16.9773981443284,16.9263772849675,17.3331562251146,16.9056756251266,17.087042082102197,17.1774181254628,17.0990402001914,18.2023199397724,18.148994473336305,17.9982537085145,18.224362837935104,17.7720628189727,10.4734295053691,10.1021116542323,9.27228244505496,8.392711012780829,7.425532732450759,7.19776086075598,6.96913734971812,6.592517747552541,6.52756945393508,6.48828281028238,6.64242374603822,6.62381179603359,6.7053285284126405,6.943507858094679,6.985756612219781,6.98359927072122,7.30249300809814,7.406983999629331,7.54012287079753,6.881470396790509,7.2278917198209,7.59969995245695,7.53507160495445,7.34128216987557,7.08164748134449,6.84690784774041,6.8770003018167,6.97348857255,7.07331347955603
65,Europe & Central Asia,7.253356013018941,7.415604227347469,7.73822894048008,8.189670354190131,8.51718513708866,8.816231779016759,9.11452899705776,9.335340674960811,9.6659675455886,10.0813377602304,10.6112211309981,10.977746277058802,11.3960300975244,11.843852703631,11.8649131319784,11.9696051938138,12.5027360797755,12.6274530567558,12.955919415571802,13.1773117556296,13.170631798357402,12.629707706197696,12.5612875653939,12.5123707097479,12.4767511673084,13.0871757165801,13.0495275004242,13.0520854493543,13.087206511340598,13.0425379688845,9.476590535747269,9.31316332746053,8.787913940138951,8.29109960587842,7.823039813708331,7.750880181634019,7.77303809548078,7.50088611617054,7.48026145528324,7.412124431605831,7.48216015938433,7.53652044148042,7.534290522144269,7.73619964741557,7.746554807099099,7.70038825224257,7.83009775141114,7.791653169773901,7.728668295641611,7.102064943975769,7.36862781933412,7.36389549461738,7.29048889234514,7.10863643343444,6.76855016183679,6.694111202079589,6.685154723198839,6.721799839876,6.69010595705676
70,Spain,1.60659271055656,1.74622171978822,1.93578153318373,1.87950931235422,2.03772525684378,2.22561019346008,2.40773570917425,2.64722755876329,2.93409753966508,2.89710186766242,3.4579698591709,3.75994979034019,4.190966866158241,4.440462955344151,4.8949886404547405,5.07985214456106,5.49129460300474,5.35894297593551,5.43859432352152,5.47831588706293,5.73477895392154,5.489822340222029,5.52588710812812,5.367036187315019,5.1904825375516905,5.23099848524203,4.93636135990336,4.93419319699474,5.1341107689725,5.837882861346331,5.53215372028976,5.702608833831509,5.93702104708182,5.54123493296531,5.77661574566992,6.0562807669409295,5.76838440012262,6.206345600807881,6.36990671301203,6.891100140825451,7.230107062082441,7.21632868721128,7.548593755513611,7.55339626091952,7.817921366239769,8.029202013004559,7.698212588016861,7.842252303352059,7.05399426114393,6.2008570378595,5.8666424257502605,5.87043576026433,5.75694702858302,5.20806018098009,5.184066860004941,5.51794438614828,5.31429460704187,5.65403956917695,5.5203503997221794
73,European Union,4.72928572541905,4.932845596833991,5.29904968556454,5.736879245707691,6.011416269379821,6.18818654212923,6.41651476863992,6.6769458640589,7.095467680969571,7.54163397788384,8.06682072788512,8.2571945488159,8.6821027214397,9.15280047863919,9.09417924680875,8.88032482911369,9.58349575454026,9.47149831143317,9.81302025167878,10.1327794768164,9.98926354563134,9.33986755461287,9.103718072034413,8.93012053630711,8.897907775808491,9.04119475167549,8.956174821341401,9.12841587630106,8.95641031311904,9.20037069916896,8.472880884309959,8.35528811146986,8.060522613407969,7.89145762832075,7.842940420145579,7.9535976248859,8.16883495425843,7.99599010191486,7.96599252406392,7.8247873725344,7.83150674729532,7.95109272430191,7.916832031953289,8.10273105293447,8.084480756120861,8.01066253551292,8.00243854637839,7.88380650384707,7.682107735496791,7.09733195825314,7.281549192713291,7.072379568768881,6.92720467882331,6.7429737169052,6.40022381699849,6.51638883308948,6.5189225301446605,6.55914292168476,6.4240387413347495
75,Finland,3.40984672774319,3.3488772148876804,3.74256736643435,4.27963090737334,5.02418994390072,5.54983706317549,6.44405024461516,6.21338658857288,7.20089013889426,8.204342329931,8.76964388174735,8.799132243625712,9.518307280042473,10.5842903284362,9.952067700029891,9.785017744044278,10.8512429152813,10.5972997542469,10.9233904566159,11.4034573078207,12.1866725528739,10.7314031938573,8.92566418469036,8.56224665538254,8.6555809400748,10.131326182539,10.8433328846555,11.6899438639304,10.549939846125,10.5924355774377,10.9416935680049,10.995783586703698,10.3689176817417,10.5517732643803,11.7779241256419,10.9812658703666,12.2097977724193,11.7941529251425,11.112840249477198,10.9399447175613,10.6448561099446,11.7752324206131,12.1985971613264,13.755957685899196,12.945251227388802,10.5716708195961,12.7262797867484,12.3092165968325,10.6636072314539,10.1482129836065,11.6587537047727,10.2296246366182,9.126388006141893,9.22784673280171,8.45187193583022,7.81453741205224,8.31801267373246,7.80833860122355,8.042752049895519
77,France,5.81743531036457,5.95275397653278,6.23540842259512,6.875291379897469,7.0139945523702405,7.06275207370249,6.89913997676309,7.326519797191531,7.515931986760781,8.01484111319316,8.449427955373041,8.829916240415551,9.10589769494911,9.709105990285927,9.31238202698581,8.286812040260779,9.325008950105213,8.82830186597347,9.24925441380991,9.63552950983764,9.16153198126737,8.20310996816577,7.84102701881981,7.54328702412502,7.19488061940788,7.07584870756449,6.7679993897795,6.58768894111375,6.45890206598263,6.74228227970014,6.12235968730942,6.50093053522882,6.264271582765599,5.913536993519419,5.806442913200019,5.91650545807202,6.1580073802034905,5.98917622411439,6.333336678503031,6.19868439783533,6.12747793966756,6.14204323283934,6.00547532632575,6.054152566444019,6.02743954575417,6.027601800816081,5.8408041976332,5.6690313848081,5.564428999658389,5.3144144218630895,5.3506589250195,5.10431227537594,5.122311190220549,5.10055617017218,4.59237682939366,4.666086596508469,4.686612202390911,4.727575621633751,4.61924120513374
80,Gabon,0.263538035861871,0.326250066726902,0.172131003256501,0.141699818189898,0.363283043527132,0.405643874553067,0.7021812899198889,1.8267028123612497,3.4676092285992497,2.48214644313799,3.53435587298517,4.73785230965955,4.47805559869545,8.530042670416782,8.59066324898895,8.29061460485717,8.63250115664093,9.33743922491808,10.9255806426443,9.529808631071631,9.13297996103726,8.82902530566205,8.5826958420383,7.038827583744019,7.4467996576895,7.63896448706153,5.84527181866521,4.60330987067885,4.82418372525799,6.248533637034839,4.34968978180987,4.4579492408676105,4.59816891139099,4.56413040206104,4.19956642314226,4.24903981838811,4.241004039736049,4.23189746716994,4.2134555377882,4.01982222711495,3.80182015192627,3.64067637089748,3.36099230775202,3.3258936350426502,3.2722996510531903,3.32961777713854,2.8248903606909503,2.7503030426500694,2.71972120552795,2.67699220804054,2.9369280840515604,3.34791814696292,3.33204357147062,3.1369182254948904,2.91962898416552,2.81358943158305,2.8437926133109395,2.27623628688714,2.17527220393767
81,United Kingdom,11.1507591603053,11.1541389204545,11.1429283943662,11.254853457595502,11.2658388888889,11.4561595126228,11.3189607765995,10.7841045544886,10.9934882280386,11.3426704063274,11.732397299834302,11.8230362899475,11.5623541783507,11.7455269442877,10.983592860989098,10.7360536444124,10.6545420185253,10.7618685096132,10.7672949904499,11.4653910395961,10.2867570419519,9.955296647774473,9.74046165830407,9.68779840493774,9.381702908748188,9.90013978359926,10.0346393903213,10.0677466746359,10.0207439610864,10.1919306282382,9.72425282701003,9.931929002850447,9.603614785461213,9.364743235171929,9.252278701328391,9.03651784595503,9.36373662363249,8.95674352264695,8.97684501282085,8.9014664107674,9.00148361810467,9.20979383630894,8.930869498290551,9.08804728145118,9.04048907859009,8.9501524191421,8.90169773868215,8.62913806968256,8.3228443641371,7.4686553963492,7.67592642970483,7.0254246009370105,7.33247132682362,7.06490255865771,6.421598191445139,6.14854495774701,5.774741667985411,5.54626594443601,5.39870813789348
89,Greece,1.12892048165296,1.1697826281101,1.20320119011869,1.4456748971800102,1.5537644459521398,1.99125355702521,2.16520985120015,2.24941398567126,2.55366995909397,2.90383384301686,2.7483297140867204,3.1495959250987102,3.55205212772995,4.172512169778631,4.04138251390144,4.29709731045269,4.67028008902771,5.049153465351321,5.098824289692031,5.37207896979742,5.33364255450218,5.21329215209649,5.32696641804347,5.640921403847231,5.76556187821481,6.1001622660882,5.93248834955168,6.34683266345652,6.7739326648256695,7.35253726201244,7.4160579131162,7.346951194519111,7.517986479740809,7.46528698909173,7.583999957385781,7.84309789869547,7.8010708091395795,7.8564829913615295,8.12741260699469,8.12139496945556,8.74159526062281,8.89420235364475,8.86074161288612,9.170878297814712,9.11444225135943,9.27888290077084,9.13763086911301,9.44112367383257,9.064040547251038,8.5297429543864,7.87494961264114,7.61375677527549,7.251237685503439,6.60999592255908,6.385178380584719,6.28506934230783,6.2036172888735495,6.2112500056952,6.08317505028006
95,High income,7.63240627959327,7.70120560345102,7.9572061199708495,8.29674875828107,8.6116257174491,8.884268574935241,9.171825387823269,9.4863420532364,9.8907952534312,10.4282112494904,11.2279718249892,11.3183057986569,11.766206981818302,12.2623714066821,11.8615294333759,11.371439276372,11.9044671967285,12.0436415690299,12.2539465793564,12.4781151493302,12.1180357185394,11.5333634445754,11.0179664950454,10.9061649087708,11.135370594132302,11.1885651544773,11.1315851554895,11.3593069166303,11.6937376609591,11.9091145749532,11.4415655660065,11.4015259307133,11.3509534285865,11.3643102115467,11.475601099512902,11.5454971258383,11.8184946292414,11.9543276196896,11.8829486226924,11.8943676454294,12.093100578396,12.0750569257725,11.912453671098302,12.037158667318804,12.0914355936032,12.0545108276866,11.9081518009699,11.9657426624769,11.6305068658084,10.8998449053597,11.283963564686598,11.020482448995,10.8324316234856,10.8523380283936,10.617913695706,10.5196571432781,10.3737599450635,10.2650970839991,10.254533148094
